orderquantity,country,region,modelname,productsize,productcolor,subcategoryname,categoryname,gender,educationlevel
1,United States,Southwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,F,Graduate Degree
1,Canada,Canada,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-550-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Touring-1000,50,Blue,Touring Bikes,Bikes,F,High School
1,Germany,Germany,Touring-3000,58,Blue,Touring Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Graduate Degree
1,France,France,Road-350-W,42,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Touring-1000,46,Blue,Touring Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Mountain-400-W,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-750,58,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Touring-1000,46,Blue,Touring Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Germany,Germany,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,38,Black,Mountain Bikes,Bikes,M,High School
1,United Kingdom,United Kingdom,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Germany,Germany,Road-750,52,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Touring-1000,54,Yellow,Touring Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-350-W,44,Yellow,Road Bikes,Bikes,F,Bachelors
1,Canada,Canada,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Touring-1000,60,Blue,Touring Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Partial High School
1,United States,Southwest,Touring-1000,60,Blue,Touring Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,High School
1,France,France,Road-350-W,44,Yellow,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Touring-1000,60,Blue,Touring Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Touring-1000,50,Blue,Touring Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Road-550-W,44,Yellow,Road Bikes,Bikes,F,Partial College
1,France,France,Road-250,44,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-350-W,48,Yellow,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,F,Bachelors
1,Canada,Canada,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-750,52,Black,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-550-W,40,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Partial College
1,France,France,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Touring-1000,46,Blue,Touring Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-750,58,Black,Road Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Touring-1000,46,Yellow,Touring Bikes,Bikes,M,Partial High School
1,United States,Northwest,Touring-1000,46,Yellow,Touring Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,M,High School
1,Australia,Australia,Road-750,58,Black,Road Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-750,58,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Road-550-W,38,Yellow,Road Bikes,Bikes,M,High School
1,France,France,Touring-2000,54,Blue,Touring Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,High School
1,France,France,Touring-3000,50,Yellow,Touring Bikes,Bikes,F,Partial High School
1,Australia,Australia,Road-750,44,Black,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Mountain-500,48,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Mountain-500,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Touring-1000,54,Yellow,Touring Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,M,Partial College
1,Canada,Canada,Touring-1000,60,Yellow,Touring Bikes,Bikes,F,Graduate Degree
1,France,France,Touring-3000,62,Blue,Touring Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-500,52,Silver,Mountain Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Road-750,58,Black,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Road-750,44,Black,Road Bikes,Bikes,M,Partial College
1,Germany,Germany,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Touring-1000,54,Yellow,Touring Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-350-W,48,Yellow,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-750,44,Black,Road Bikes,Bikes,M,Graduate Degree
1,France,France,Road-250,48,Black,Road Bikes,Bikes,M,High School
1,Germany,Germany,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Touring-1000,46,Blue,Touring Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-550-W,44,Yellow,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-400-W,38,Silver,Mountain Bikes,Bikes,F,Partial High School
1,United States,Southwest,Road-550-W,48,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Germany,Germany,Touring-1000,54,Blue,Touring Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Partial College
1,France,France,Mountain-500,48,Silver,Mountain Bikes,Bikes,F,High School
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Partial High School
1,Australia,Australia,Touring-3000,62,Blue,Touring Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-750,52,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Road-750,44,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Partial College
1,Germany,Germany,Touring-3000,44,Yellow,Touring Bikes,Bikes,F,Partial High School
1,Australia,Australia,Touring-1000,54,Yellow,Touring Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-750,58,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-500,44,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Road-750,48,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-350-W,48,Yellow,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-550-W,44,Yellow,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,High School
1,United States,Northwest,Road-350-W,44,Yellow,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Mountain-400-W,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Bachelors
1,Germany,Germany,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Touring-1000,60,Blue,Touring Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Touring-2000,60,Blue,Touring Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-750,48,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Partial College
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial College
1,Germany,Germany,Touring-3000,62,Yellow,Touring Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial High School
1,United States,Southwest,Road-350-W,42,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Canada,Canada,Road-350-W,40,Yellow,Road Bikes,Bikes,M,High School
1,United States,Southwest,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Bachelors
1,Germany,Germany,Touring-1000,46,Yellow,Touring Bikes,Bikes,M,Partial College
1,United States,Northwest,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,F,Partial College
1,Germany,Germany,Touring-3000,62,Blue,Touring Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,High School
1,Australia,Australia,Touring-1000,60,Yellow,Touring Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-350-W,48,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Road-750,48,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Touring-1000,46,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,United Kingdom,United Kingdom,Touring-1000,50,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-750,52,Black,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Road-750,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-750,52,Black,Road Bikes,Bikes,F,Bachelors
1,Canada,Canada,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-750,48,Black,Road Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Mountain-500,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Mountain-500,52,Black,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-350-W,48,Yellow,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,M,Bachelors
1,Canada,Canada,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-750,52,Black,Road Bikes,Bikes,F,Bachelors
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Touring-3000,54,Blue,Touring Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Canada,Canada,Touring-1000,54,Yellow,Touring Bikes,Bikes,F,Partial High School
1,United States,Southwest,Touring-1000,54,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,Germany,Germany,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Road-750,58,Black,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Road-750,58,Black,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial High School
1,Australia,Australia,Touring-2000,46,Blue,Touring Bikes,Bikes,F,High School
1,Australia,Australia,Road-750,44,Black,Road Bikes,Bikes,F,High School
1,Australia,Australia,Touring-1000,46,Blue,Touring Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,Australia,Australia,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Partial College
1,Canada,Canada,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-750,44,Black,Road Bikes,Bikes,F,High School
1,Australia,Australia,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Partial High School
1,United Kingdom,United Kingdom,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial High School
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Touring-2000,60,Blue,Touring Bikes,Bikes,M,High School
1,Germany,Germany,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-500,48,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,52,Black,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Touring-2000,46,Blue,Touring Bikes,Bikes,M,Bachelors
1,United States,Northwest,Road-750,48,Black,Road Bikes,Bikes,M,High School
1,Australia,Australia,Road-250,44,Black,Road Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Touring-1000,60,Blue,Touring Bikes,Bikes,M,Partial College
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,Partial High School
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-400-W,46,Silver,Mountain Bikes,Bikes,F,Partial High School
1,Germany,Germany,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Touring-1000,50,Yellow,Touring Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Road-750,52,Black,Road Bikes,Bikes,F,High School
1,United States,Northwest,Road-750,48,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-750,44,Black,Road Bikes,Bikes,M,High School
1,Germany,Germany,Mountain-500,48,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Southwest,Touring-1000,46,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-750,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-750,44,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Road-750,52,Black,Road Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Touring-1000,50,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-750,52,Black,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Touring-2000,60,Blue,Touring Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United Kingdom,United Kingdom,Road-750,58,Black,Road Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-750,48,Black,Road Bikes,Bikes,F,Graduate Degree
1,United Kingdom,United Kingdom,Road-750,44,Black,Road Bikes,Bikes,F,High School
1,United States,Southwest,Touring-2000,46,Blue,Touring Bikes,Bikes,M,Partial High School
1,Germany,Germany,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,High School
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Partial High School
1,Australia,Australia,Road-750,48,Black,Road Bikes,Bikes,F,High School
1,United States,Northwest,Road-550-W,40,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-750,48,Black,Road Bikes,Bikes,F,Partial College
1,United States,Northwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-350-W,42,Yellow,Road Bikes,Bikes,F,Partial College
1,United States,Northwest,Road-550-W,40,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Touring-3000,62,Blue,Touring Bikes,Bikes,M,High School
1,United States,Southwest,Touring-2000,54,Blue,Touring Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-350-W,44,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,High School
1,Canada,Canada,Touring-1000,50,Blue,Touring Bikes,Bikes,F,Partial High School
1,United States,Southwest,Touring-1000,54,Blue,Touring Bikes,Bikes,M,Bachelors
1,Canada,Canada,Road-550-W,40,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-350-W,40,Yellow,Road Bikes,Bikes,M,High School
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Touring-2000,46,Blue,Touring Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United Kingdom,United Kingdom,Road-750,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Southwest,Road-350-W,48,Yellow,Road Bikes,Bikes,F,High School
1,France,France,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Mountain-200,42,Silver,Mountain Bikes,Bikes,M,High School
1,United States,Northwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Partial College
1,France,France,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-400-W,42,Silver,Mountain Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Road-550-W,48,Yellow,Road Bikes,Bikes,F,High School
1,France,France,Touring-3000,44,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,United States,Northwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Touring-1000,60,Yellow,Touring Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Red,Road Bikes,Bikes,F,High School
1,United States,Southwest,Road-350-W,40,Yellow,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Mountain-400-W,46,Silver,Mountain Bikes,Bikes,M,High School
1,Germany,Germany,Road-750,52,Black,Road Bikes,Bikes,M,Bachelors
1,Germany,Germany,Mountain-400-W,38,Silver,Mountain Bikes,Bikes,F,Bachelors
1,United States,Southwest,Road-750,48,Black,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Road-550-W,38,Yellow,Road Bikes,Bikes,M,Bachelors
1,United States,Southwest,Road-750,48,Black,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,High School
1,United Kingdom,United Kingdom,Touring-1000,50,Yellow,Touring Bikes,Bikes,M,Partial High School
1,United States,Southwest,Touring-1000,54,Blue,Touring Bikes,Bikes,F,Bachelors
1,United States,Northwest,Road-350-W,44,Yellow,Road Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Touring-1000,60,Yellow,Touring Bikes,Bikes,M,Bachelors
1,France,France,Mountain-200,46,Black,Mountain Bikes,Bikes,M,High School
1,United States,Southwest,Road-250,44,Black,Road Bikes,Bikes,M,Graduate Degree
1,United States,Northwest,Road-350-W,42,Yellow,Road Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-250,48,Black,Road Bikes,Bikes,M,Partial College
1,United States,Northwest,Road-350-W,42,Yellow,Road Bikes,Bikes,F,Partial College
1,Germany,Germany,Mountain-500,42,Black,Mountain Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Touring-3000,62,Yellow,Touring Bikes,Bikes,F,Bachelors
1,Australia,Australia,Touring-3000,54,Blue,Touring Bikes,Bikes,F,Partial College
1,France,France,Road-350-W,44,Yellow,Road Bikes,Bikes,M,Bachelors
1,United States,Northwest,Mountain-500,52,Black,Mountain Bikes,Bikes,M,Partial College
1,United Kingdom,United Kingdom,Road-250,58,Red,Road Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,46,Black,Mountain Bikes,Bikes,M,Partial College
1,Australia,Australia,Road-550-W,48,Yellow,Road Bikes,Bikes,M,Graduate Degree
1,United States,Southwest,Touring-2000,50,Blue,Touring Bikes,Bikes,F,Partial College
1,United States,Southwest,Mountain-200,46,Black,Mountain Bikes,Bikes,F,High School
1,Canada,Canada,Mountain-400-W,42,Silver,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-550-W,42,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-350-W,42,Yellow,Road Bikes,Bikes,F,Bachelors
1,Australia,Australia,Road-250,58,Black,Road Bikes,Bikes,M,Bachelors
1,United Kingdom,United Kingdom,Road-550-W,40,Yellow,Road Bikes,Bikes,M,Partial College
1,Australia,Australia,Mountain-200,38,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Southwest,Road-750,52,Black,Road Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Road-750,48,Black,Road Bikes,Bikes,F,Bachelors
1,Germany,Germany,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Bachelors
1,France,France,Touring-1000,60,Blue,Touring Bikes,Bikes,F,High School
1,United States,Southwest,Mountain-400-W,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,High School
1,Germany,Germany,Mountain-400-W,38,Silver,Mountain Bikes,Bikes,M,High School
1,United States,Southwest,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,Germany,Germany,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial High School
1,Germany,Germany,Touring-1000,46,Yellow,Touring Bikes,Bikes,F,Partial High School
1,Germany,Germany,Touring-1000,50,Blue,Touring Bikes,Bikes,F,High School
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Bachelors
1,Australia,Australia,Touring-3000,44,Yellow,Touring Bikes,Bikes,F,Partial College
1,United Kingdom,United Kingdom,Mountain-200,46,Silver,Mountain Bikes,Bikes,M,Bachelors
1,Australia,Australia,Road-750,44,Black,Road Bikes,Bikes,F,Bachelors
1,United States,Southwest,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Graduate Degree
1,United States,Southwest,Touring-1000,60,Blue,Touring Bikes,Bikes,F,Graduate Degree
1,Australia,Australia,Touring-3000,58,Blue,Touring Bikes,Bikes,F,Bachelors
1,United States,Northwest,Mountain-200,38,Black,Mountain Bikes,Bikes,F,Partial College
1,Canada,Canada,Mountain-400-W,40,Silver,Mountain Bikes,Bikes,F,Partial College
1,United States,Southwest,Mountain-500,40,Black,Mountain Bikes,Bikes,M,High School
1,Germany,Germany,Road-750,52,Black,Road Bikes,Bikes,F,Partial College
1,United States,Southwest,Mountain-200,42,Black,Mountain Bikes,Bikes,M,Graduate Degree
1,Australia,Australia,Road-350-W,48,Yellow,Road Bikes,Bikes,F,Bachelors
1,United States,Southwest,Mountain-200,38,Silver,Mountain Bikes,Bikes,M,Bachelors
1,United States,Northwest,Road-350-W,42,Yellow,Road Bikes,Bikes,M,High School
1,France,France,Mountain-200,46,Silver,Mountain Bikes,Bikes,F,Partial College
1,Canada,Canada,Mountain-200,42,Black,Mountain Bikes,Bikes,F,Partial High School
